history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_seller_id
H0008530,O002267,Prospecting,Closed Lost,2025-05-01 17:00:00,S006
H0008531,O002268,,Prospecting,2024-01-17 09:00:00,S015
H0008532,O002268,Prospecting,Qualification,2024-02-26 09:00:00,S015
H0008533,O002268,Qualification,Proposal,2024-05-02 10:00:00,S015
H0008534,O002268,Proposal,Closed Lost,2024-05-09 17:00:00,S015
H0008535,O002269,,Prospecting,2024-07-18 09:00:00,S029
H0008536,O002269,Prospecting,Qualification,2024-07-30 08:00:00,S029
H0008537,O002269,Qualification,Proposal,2024-08-02 14:00:00,S029
H0008538,O002269,Proposal,Closed Lost,2024-08-05 16:00:00,S029
H0008539,O002270,,Prospecting,2024-07-31 09:00:00,S023
H0008540,O002270,Prospecting,Closed Lost,2024-09-20 13:00:00,S023
H0008541,O002271,,Prospecting,2025-05-19 09:00:00,S010
H0008542,O002271,Prospecting,Qualification,2025-06-05 16:00:00,S010
H0008543,O002271,Qualification,Proposal,2025-06-05 12:00:00,S010
H0008544,O002271,Proposal,Negotiation,2025-06-10 16:00:00,S010
H0008545,O002271,Negotiation,Closed Won,2025-06-11 12:00:00,S010
H0008546,O002272,,Prospecting,2024-12-19 09:00:00,S002
H0008547,O002272,Prospecting,Qualification,2024-12-20 10:00:00,S002
H0008548,O002272,Qualification,Proposal,2025-01-04 15:00:00,S002
H0008549,O002272,Proposal,Closed Lost,2025-01-06 14:00:00,S002
H0008550,O002273,,Prospecting,2025-05-14 09:00:00,S020
H0008551,O002273,Prospecting,Qualification,2025-05-19 13:00:00,S020
H0008552,O002273,Qualification,Closed Lost,2025-05-31 11:00:00,S020
H0008553,O002274,,Prospecting,2025-05-13 09:00:00,S005
H0008554,O002274,Prospecting,Qualification,2025-05-18 13:00:00,S005
H0008555,O002274,Qualification,Proposal,2025-05-24 08:00:00,S005
H0008556,O002274,Proposal,Closed Lost,2025-05-27 16:00:00,S005
H0008557,O002275,,Prospecting,2023-07-03 09:00:00,S012
H0008558,O002275,Prospecting,Closed Lost,2023-07-14 09:00:00,S012
H0008559,O002276,,Prospecting,2025-03-27 09:00:00,S037
H0008560,O002276,Prospecting,Qualification,2025-03-27 14:00:00,S037
H0008561,O002276,Qualification,Closed Lost,2025-04-14 14:00:00,S037
H0008562,O002277,,Prospecting,2024-06-18 09:00:00,S027
H0008563,O002277,Prospecting,Qualification,2024-07-02 15:00:00,S027
H0008564,O002277,Qualification,Closed Lost,2024-07-24 14:00:00,S027
H0008565,O002278,,Prospecting,2023-04-20 09:00:00,S007
H0008566,O002278,Prospecting,Qualification,2023-05-16 15:00:00,S007
H0008567,O002278,Qualification,Proposal,2023-05-19 13:00:00,S007
H0008568,O002278,Proposal,Negotiation,2023-05-28 12:00:00,S007
H0008569,O002278,Negotiation,Closed Won,2023-05-30 11:00:00,S007
H0008570,O002279,,Prospecting,2024-09-19 09:00:00,S005
H0008571,O002279,Prospecting,Qualification,2024-10-08 14:00:00,S005
H0008572,O002279,Qualification,Proposal,2024-10-12 08:00:00,S005
H0008573,O002279,Proposal,Closed Lost,2024-12-08 11:00:00,S005
H0008574,O002280,,Prospecting,2023-06-05 09:00:00,S013
H0008575,O002280,Prospecting,Qualification,2023-06-25 12:00:00,S013
H0008576,O002280,Qualification,Proposal,2023-07-17 13:00:00,S013
H0008577,O002280,Proposal,Negotiation,2023-08-18 11:00:00,S013
H0008578,O002280,Negotiation,Closed Won,2023-09-05 13:00:00,S013
H0008579,O002281,,Prospecting,2023-08-08 09:00:00,S040
H0008580,O002281,Prospecting,Qualification,2023-09-11 11:00:00,S040
H0008581,O002281,Qualification,Closed Lost,2023-10-25 13:00:00,S040
H0008582,O002282,,Prospecting,2023-02-22 09:00:00,S017
H0008583,O002282,Prospecting,Qualification,2023-02-25 10:00:00,S017
H0008584,O002282,Qualification,Proposal,2023-04-28 09:00:00,S017
H0008585,O002282,Proposal,Closed Lost,2023-06-11 13:00:00,S017
H0008586,O002283,,Prospecting,2024-08-31 09:00:00,S037
H0008587,O002283,Prospecting,Qualification,2024-09-22 14:00:00,S037
H0008588,O002283,Qualification,Proposal,2024-10-16 08:00:00,S037
H0008589,O002283,Proposal,Closed Lost,2024-10-18 10:00:00,S037
H0008590,O002284,,Prospecting,2025-05-02 09:00:00,S035
H0008591,O002284,Prospecting,Qualification,2025-05-19 08:00:00,S035
H0008592,O002284,Qualification,Proposal,2025-05-28 17:00:00,S035
H0008593,O002285,,Prospecting,2024-08-06 09:00:00,S037
H0008594,O002285,Prospecting,Qualification,2024-08-11 13:00:00,S037
H0008595,O002285,Qualification,Proposal,2024-08-19 17:00:00,S037
H0008596,O002285,Proposal,Negotiation,2024-08-22 13:00:00,S037
H0008597,O002285,Negotiation,Closed Won,2024-09-07 14:00:00,S037
H0008598,O002286,,Prospecting,2025-03-16 09:00:00,S031
H0008599,O002286,Prospecting,Qualification,2025-04-20 10:00:00,S031
H0008600,O002286,Qualification,Proposal,2025-04-29 08:00:00,S031
H0008601,O002286,Proposal,Negotiation,2025-05-09 11:00:00,S031
H0008602,O002286,Negotiation,Closed Won,2025-05-31 11:00:00,S031
H0008603,O002287,,Prospecting,2025-04-13 09:00:00,S035
H0008604,O002287,Prospecting,Qualification,2025-05-06 10:00:00,S035
H0008605,O002287,Qualification,Proposal,2025-05-15 12:00:00,S035
H0008606,O002287,Proposal,Negotiation,2025-06-04 13:00:00,S035
H0008607,O002287,Negotiation,Closed Lost,2025-06-09 11:00:00,S035
H0008608,O002288,,Prospecting,2023-12-10 09:00:00,S033
H0008609,O002288,Prospecting,Closed Lost,2024-02-15 09:00:00,S033
H0008610,O002289,,Prospecting,2023-09-26 09:00:00,S016
H0008611,O002289,Prospecting,Qualification,2023-11-06 13:00:00,S016
H0008612,O002289,Qualification,Proposal,2023-11-26 09:00:00,S016
H0008613,O002289,Proposal,Negotiation,2023-11-26 14:00:00,S016
H0008614,O002289,Negotiation,Closed Won,2023-12-31 16:00:00,S016
H0008615,O002290,,Prospecting,2025-06-17 09:00:00,S020
H0008616,O002291,,Prospecting,2023-01-22 09:00:00,S040
H0008617,O002291,Prospecting,Qualification,2023-01-24 17:00:00,S040
H0008618,O002291,Qualification,Proposal,2023-03-26 10:00:00,S040
H0008619,O002291,Proposal,Negotiation,2023-04-02 10:00:00,S040
H0008620,O002291,Negotiation,Closed Lost,2023-04-15 15:00:00,S040
H0008621,O002292,,Prospecting,2025-05-15 09:00:00,S011
H0008622,O002292,Prospecting,Qualification,2025-05-19 14:00:00,S011
H0008623,O002293,,Prospecting,2024-03-25 09:00:00,S002
H0008624,O002293,Prospecting,Qualification,2024-05-03 08:00:00,S002
H0008625,O002293,Qualification,Proposal,2024-05-20 14:00:00,S002
H0008626,O002293,Proposal,Closed Lost,2024-09-15 11:00:00,S002
H0008627,O002294,,Prospecting,2024-11-30 09:00:00,S033
H0008628,O002294,Prospecting,Qualification,2024-12-24 12:00:00,S033
H0008629,O002294,Qualification,Proposal,2025-02-11 15:00:00,S033
H0008630,O002294,Proposal,Negotiation,2025-02-25 08:00:00,S033
H0008631,O002294,Negotiation,Closed Won,2025-04-24 15:00:00,S033
H0008632,O002295,,Prospecting,2025-04-17 09:00:00,S025
H0008633,O002295,Prospecting,Qualification,2025-05-11 13:00:00,S025
H0008634,O002295,Qualification,Proposal,2025-06-28 17:00:00,S025
H0008635,O002295,Proposal,Negotiation,2025-06-28 15:00:00,S025
H0008636,O002295,Negotiation,Closed Lost,2025-06-29 13:00:00,S025
H0008637,O002296,,Prospecting,2023-11-01 09:00:00,S017
H0008638,O002296,Prospecting,Qualification,2024-01-04 08:00:00,S017
H0008639,O002296,Qualification,Proposal,2024-01-08 09:00:00,S017
H0008640,O002296,Proposal,Negotiation,2024-01-15 10:00:00,S017
H0008641,O002296,Negotiation,Closed Won,2024-01-22 16:00:00,S017
H0008642,O002297,,Prospecting,2025-05-09 09:00:00,S040
H0008643,O002297,Prospecting,Qualification,2025-05-21 13:00:00,S040
H0008644,O002298,,Prospecting,2025-05-28 09:00:00,S016
H0008645,O002298,Prospecting,Qualification,2025-06-04 08:00:00,S016
H0008646,O002298,Qualification,Proposal,2025-06-20 16:00:00,S016
H0008647,O002298,Proposal,Closed Lost,2025-06-27 12:00:00,S016
H0008648,O002299,,Prospecting,2023-02-12 09:00:00,S001
H0008649,O002299,Prospecting,Qualification,2023-02-16 13:00:00,S001
H0008650,O002299,Qualification,Proposal,2023-02-18 16:00:00,S001
H0008651,O002299,Proposal,Negotiation,2023-02-24 17:00:00,S001
H0008652,O002299,Negotiation,Closed Won,2023-03-12 10:00:00,S001
H0008653,O002300,,Prospecting,2025-02-15 09:00:00,S037
H0008654,O002300,Prospecting,Qualification,2025-03-26 17:00:00,S037
H0008655,O002300,Qualification,Proposal,2025-03-28 13:00:00,S037
H0008656,O002300,Proposal,Closed Lost,2025-04-07 17:00:00,S037
H0008657,O002301,,Prospecting,2023-08-20 09:00:00,S033
H0008658,O002301,Prospecting,Qualification,2023-08-22 12:00:00,S033
H0008659,O002301,Qualification,Proposal,2023-09-23 10:00:00,S033
H0008660,O002301,Proposal,Negotiation,2023-11-07 16:00:00,S033
H0008661,O002301,Negotiation,Closed Won,2023-11-26 15:00:00,S033
H0008662,O002302,,Prospecting,2025-02-24 09:00:00,S037
H0008663,O002302,Prospecting,Qualification,2025-04-09 11:00:00,S037
H0008664,O002302,Qualification,Proposal,2025-04-15 13:00:00,S037
H0008665,O002302,Proposal,Negotiation,2025-04-22 14:00:00,S037
H0008666,O002302,Negotiation,Closed Won,2025-05-22 15:00:00,S037
H0008667,O002303,,Prospecting,2023-06-22 09:00:00,S018
H0008668,O002303,Prospecting,Closed Lost,2023-09-11 13:00:00,S018
H0008669,O002304,,Prospecting,2025-06-03 09:00:00,S011
H0008670,O002304,Prospecting,Qualification,2025-06-23 14:00:00,S011
H0008671,O002305,,Prospecting,2025-02-17 09:00:00,S032
H0008672,O002305,Prospecting,Qualification,2025-02-17 09:00:00,S032
H0008673,O002305,Qualification,Proposal,2025-03-07 16:00:00,S032
H0008674,O002305,Proposal,Negotiation,2025-03-16 15:00:00,S032
H0008675,O002305,Negotiation,Closed Won,2025-04-02 17:00:00,S032
H0008676,O002306,,Prospecting,2025-03-14 09:00:00,S017
H0008677,O002306,Prospecting,Qualification,2025-03-27 13:00:00,S017
H0008678,O002306,Qualification,Closed Lost,2025-04-16 13:00:00,S017
H0008679,O002307,,Prospecting,2023-09-23 09:00:00,S002
H0008680,O002307,Prospecting,Qualification,2023-10-23 08:00:00,S002
H0008681,O002307,Qualification,Proposal,2023-11-01 09:00:00,S002
H0008682,O002307,Proposal,Negotiation,2023-11-17 11:00:00,S002
H0008683,O002307,Negotiation,Closed Lost,2024-01-14 17:00:00,S002
H0008684,O002308,,Prospecting,2023-08-16 09:00:00,S037
H0008685,O002308,Prospecting,Qualification,2023-09-16 10:00:00,S037
H0008686,O002308,Qualification,Proposal,2023-09-18 14:00:00,S037
H0008687,O002308,Proposal,Closed Lost,2023-09-27 15:00:00,S037
H0008688,O002309,,Prospecting,2025-05-31 09:00:00,S010
H0008689,O002309,Prospecting,Closed Lost,2025-06-19 09:00:00,S010
H0008690,O002310,,Prospecting,2024-03-18 09:00:00,S038
H0008691,O002310,Prospecting,Qualification,2024-08-23 12:00:00,S038
H0008692,O002310,Qualification,Closed Lost,2024-09-05 11:00:00,S038
H0008693,O002311,,Prospecting,2024-05-27 09:00:00,S012
H0008694,O002311,Prospecting,Qualification,2024-05-27 11:00:00,S012
H0008695,O002311,Qualification,Closed Lost,2024-06-14 15:00:00,S012
H0008696,O002312,,Prospecting,2025-04-07 09:00:00,S038
H0008697,O002312,Prospecting,Qualification,2025-04-24 14:00:00,S038
H0008698,O002312,Qualification,Proposal,2025-05-04 08:00:00,S038
H0008699,O002312,Proposal,Closed Lost,2025-05-24 11:00:00,S038
H0008700,O002313,,Prospecting,2023-10-22 09:00:00,S002
H0008701,O002313,Prospecting,Qualification,2024-02-07 10:00:00,S002
H0008702,O002313,Qualification,Closed Lost,2024-04-23 13:00:00,S002
H0008703,O002314,,Prospecting,2025-06-15 09:00:00,S008
H0008704,O002315,,Prospecting,2025-06-13 09:00:00,S029
H0008705,O002315,Prospecting,Qualification,2025-06-26 17:00:00,S029
H0008706,O002316,,Prospecting,2024-05-27 09:00:00,S038
H0008707,O002316,Prospecting,Qualification,2024-07-03 14:00:00,S038
H0008708,O002316,Qualification,Closed Lost,2024-08-01 11:00:00,S038
H0008709,O002317,,Prospecting,2025-04-04 09:00:00,S010
H0008710,O002317,Prospecting,Qualification,2025-05-01 15:00:00,S010
H0008711,O002317,Qualification,Proposal,2025-05-06 11:00:00,S010
H0008712,O002317,Proposal,Negotiation,2025-05-20 10:00:00,S010
H0008713,O002317,Negotiation,Closed Won,2025-05-29 13:00:00,S010
H0008714,O002318,,Prospecting,2024-07-13 09:00:00,S002
H0008715,O002318,Prospecting,Qualification,2024-08-27 13:00:00,S002
H0008716,O002318,Qualification,Proposal,2024-10-20 17:00:00,S002
H0008717,O002318,Proposal,Negotiation,2024-12-08 15:00:00,S002
H0008718,O002318,Negotiation,Closed Won,2025-01-14 16:00:00,S002
H0008719,O002319,,Prospecting,2023-06-05 09:00:00,S033
H0008720,O002319,Prospecting,Qualification,2023-06-17 10:00:00,S033
H0008721,O002319,Qualification,Proposal,2023-08-11 09:00:00,S033
H0008722,O002319,Proposal,Negotiation,2023-08-19 11:00:00,S033
H0008723,O002319,Negotiation,Closed Won,2023-09-17 16:00:00,S033
H0008724,O002320,,Prospecting,2024-09-07 09:00:00,S037
H0008725,O002320,Prospecting,Qualification,2024-09-10 08:00:00,S037
H0008726,O002320,Qualification,Proposal,2024-09-28 14:00:00,S037
H0008727,O002320,Proposal,Closed Lost,2024-10-02 09:00:00,S037
H0008728,O002321,,Prospecting,2025-03-04 09:00:00,S009
H0008729,O002321,Prospecting,Qualification,2025-03-20 14:00:00,S009
H0008730,O002321,Qualification,Proposal,2025-03-29 16:00:00,S009
H0008731,O002321,Proposal,Negotiation,2025-04-05 09:00:00,S009
H0008732,O002321,Negotiation,Closed Won,2025-04-07 15:00:00,S009
H0008733,O002322,,Prospecting,2025-02-19 09:00:00,S001
H0008734,O002322,Prospecting,Qualification,2025-03-26 09:00:00,S001
H0008735,O002322,Qualification,Proposal,2025-04-13 15:00:00,S001
H0008736,O002322,Proposal,Closed Lost,2025-04-26 10:00:00,S001
H0008737,O002323,,Prospecting,2025-05-20 09:00:00,S034
H0008738,O002323,Prospecting,Qualification,2025-06-05 15:00:00,S034
H0008739,O002324,,Prospecting,2024-04-20 09:00:00,S004
H0008740,O002324,Prospecting,Qualification,2024-05-20 12:00:00,S004
H0008741,O002324,Qualification,Proposal,2024-05-31 13:00:00,S004
H0008742,O002324,Proposal,Negotiation,2024-06-23 14:00:00,S004
H0008743,O002324,Negotiation,Closed Lost,2024-06-29 10:00:00,S004
H0008744,O002325,,Prospecting,2024-09-16 09:00:00,S031
H0008745,O002325,Prospecting,Closed Lost,2024-10-17 14:00:00,S031
H0008746,O002326,,Prospecting,2025-03-11 09:00:00,S011
H0008747,O002326,Prospecting,Qualification,2025-03-11 12:00:00,S011
H0008748,O002326,Qualification,Proposal,2025-04-08 09:00:00,S011
H0008749,O002326,Proposal,Negotiation,2025-04-30 15:00:00,S011
H0008750,O002326,Negotiation,Closed Lost,2025-05-01 16:00:00,S011
H0008751,O002327,,Prospecting,2025-02-22 09:00:00,S009
H0008752,O002327,Prospecting,Qualification,2025-03-04 16:00:00,S009
H0008753,O002327,Qualification,Closed Lost,2025-04-12 11:00:00,S009
H0008754,O002328,,Prospecting,2025-05-14 09:00:00,S005
H0008755,O002328,Prospecting,Qualification,2025-06-07 08:00:00,S005
H0008756,O002329,,Prospecting,2023-07-22 09:00:00,S005
H0008757,O002329,Prospecting,Qualification,2023-08-03 17:00:00,S005
H0008758,O002329,Qualification,Proposal,2023-09-02 13:00:00,S005
H0008759,O002329,Proposal,Negotiation,2023-09-08 14:00:00,S005
H0008760,O002329,Negotiation,Closed Won,2023-10-06 16:00:00,S005
H0008761,O002330,,Prospecting,2025-04-04 09:00:00,S016
H0008762,O002330,Prospecting,Qualification,2025-04-07 16:00:00,S016
H0008763,O002330,Qualification,Proposal,2025-04-25 12:00:00,S016
H0008764,O002330,Proposal,Closed Lost,2025-05-04 13:00:00,S016
H0008765,O002331,,Prospecting,2025-03-09 09:00:00,S032
H0008766,O002331,Prospecting,Closed Lost,2025-04-26 13:00:00,S032
H0008767,O002332,,Prospecting,2024-01-14 09:00:00,S036
H0008768,O002332,Prospecting,Qualification,2024-01-27 09:00:00,S036
H0008769,O002332,Qualification,Proposal,2024-03-17 10:00:00,S036
H0008770,O002332,Proposal,Negotiation,2024-03-27 11:00:00,S036
H0008771,O002332,Negotiation,Closed Won,2024-04-08 09:00:00,S036
H0008772,O002333,,Prospecting,2025-02-23 09:00:00,S031
H0008773,O002333,Prospecting,Closed Lost,2025-04-15 14:00:00,S031
H0008774,O002334,,Prospecting,2024-11-06 09:00:00,S016
H0008775,O002334,Prospecting,Qualification,2024-11-21 15:00:00,S016
H0008776,O002334,Qualification,Proposal,2024-12-17 16:00:00,S016
H0008777,O002334,Proposal,Negotiation,2025-01-04 09:00:00,S016
H0008778,O002334,Negotiation,Closed Won,2025-01-06 13:00:00,S016
H0008779,O002335,,Prospecting,2023-11-26 09:00:00,S004
H0008780,O002335,Prospecting,Qualification,2023-11-29 13:00:00,S004
H0008781,O002335,Qualification,Proposal,2023-11-29 09:00:00,S004
H0008782,O002335,Proposal,Negotiation,2023-12-26 16:00:00,S004
H0008783,O002335,Negotiation,Closed Lost,2024-01-18 13:00:00,S004
H0008784,O002336,,Prospecting,2023-06-09 09:00:00,S009
H0008785,O002336,Prospecting,Qualification,2023-06-26 11:00:00,S009
H0008786,O002336,Qualification,Proposal,2023-06-30 14:00:00,S009
H0008787,O002336,Proposal,Negotiation,2023-07-10 08:00:00,S009
H0008788,O002336,Negotiation,Closed Lost,2023-07-13 12:00:00,S009
H0008789,O002337,,Prospecting,2023-10-25 09:00:00,S011
H0008790,O002337,Prospecting,Qualification,2023-12-03 08:00:00,S011
H0008791,O002337,Qualification,Closed Lost,2023-12-11 13:00:00,S011
H0008792,O002338,,Prospecting,2024-07-04 09:00:00,S005
H0008793,O002338,Prospecting,Closed Lost,2024-08-14 10:00:00,S005
H0008794,O002339,,Prospecting,2024-06-22 09:00:00,S036
H0008795,O002339,Prospecting,Qualification,2024-06-25 16:00:00,S036
H0008796,O002339,Qualification,Proposal,2024-06-26 15:00:00,S036
H0008797,O002339,Proposal,Negotiation,2024-07-22 17:00:00,S036
H0008798,O002339,Negotiation,Closed Lost,2024-07-28 13:00:00,S036
H0008799,O002340,,Prospecting,2023-06-13 09:00:00,S005
H0008800,O002340,Prospecting,Qualification,2023-07-19 12:00:00,S005
H0008801,O002340,Qualification,Proposal,2023-09-02 13:00:00,S005
H0008802,O002340,Proposal,Negotiation,2023-10-01 16:00:00,S005
H0008803,O002340,Negotiation,Closed Won,2023-10-16 14:00:00,S005
H0008804,O002341,,Prospecting,2023-09-28 09:00:00,S009
H0008805,O002341,Prospecting,Qualification,2023-11-10 13:00:00,S009
H0008806,O002341,Qualification,Proposal,2023-11-15 16:00:00,S009
H0008807,O002341,Proposal,Negotiation,2023-11-29 09:00:00,S009
H0008808,O002341,Negotiation,Closed Won,2023-11-30 17:00:00,S009
H0008809,O002342,,Prospecting,2025-03-22 09:00:00,S023
H0008810,O002342,Prospecting,Qualification,2025-03-31 16:00:00,S023
H0008811,O002342,Qualification,Proposal,2025-04-29 08:00:00,S023
H0008812,O002342,Proposal,Closed Lost,2025-05-09 16:00:00,S023
H0008813,O002343,,Prospecting,2023-06-11 09:00:00,S020
H0008814,O002343,Prospecting,Qualification,2023-08-03 17:00:00,S020
H0008815,O002343,Qualification,Proposal,2023-08-07 14:00:00,S020
H0008816,O002343,Proposal,Negotiation,2023-08-28 16:00:00,S020
H0008817,O002343,Negotiation,Closed Won,2023-09-08 13:00:00,S020
H0008818,O002344,,Prospecting,2025-03-24 09:00:00,S004
H0008819,O002344,Prospecting,Qualification,2025-03-28 09:00:00,S004
H0008820,O002344,Qualification,Closed Lost,2025-03-31 12:00:00,S004
H0008821,O002345,,Prospecting,2025-04-02 09:00:00,S031
H0008822,O002345,Prospecting,Qualification,2025-04-09 11:00:00,S031
H0008823,O002345,Qualification,Proposal,2025-05-09 16:00:00,S031
H0008824,O002345,Proposal,Negotiation,2025-06-03 17:00:00,S031
H0008825,O002345,Negotiation,Closed Won,2025-06-10 13:00:00,S031
H0008826,O002346,,Prospecting,2024-01-24 09:00:00,S029
H0008827,O002346,Prospecting,Qualification,2024-01-29 13:00:00,S029
H0008828,O002346,Qualification,Proposal,2024-02-14 09:00:00,S029
H0008829,O002346,Proposal,Negotiation,2024-05-02 14:00:00,S029
H0008830,O002346,Negotiation,Closed Won,2024-05-08 11:00:00,S029
H0008831,O002347,,Prospecting,2025-02-21 09:00:00,S022
H0008832,O002347,Prospecting,Qualification,2025-04-16 15:00:00,S022
H0008833,O002347,Qualification,Proposal,2025-04-28 13:00:00,S022
H0008834,O002347,Proposal,Closed Lost,2025-05-22 11:00:00,S022
H0008835,O002348,,Prospecting,2024-01-23 09:00:00,S021
H0008836,O002348,Prospecting,Qualification,2024-02-15 17:00:00,S021
H0008837,O002348,Qualification,Proposal,2024-02-19 13:00:00,S021
H0008838,O002348,Proposal,Negotiation,2024-04-01 11:00:00,S021
H0008839,O002348,Negotiation,Closed Won,2024-04-18 14:00:00,S021
H0008840,O002349,,Prospecting,2025-03-26 09:00:00,S004
H0008841,O002349,Prospecting,Qualification,2025-04-18 11:00:00,S004
H0008842,O002349,Qualification,Proposal,2025-05-14 11:00:00,S004
H0008843,O002349,Proposal,Closed Lost,2025-06-14 16:00:00,S004
H0008844,O002350,,Prospecting,2025-05-15 09:00:00,S026
H0008845,O002350,Prospecting,Closed Lost,2025-05-26 15:00:00,S026
H0008846,O002351,,Prospecting,2025-06-18 09:00:00,S020
H0008847,O002352,,Prospecting,2025-03-23 09:00:00,S015
H0008848,O002352,Prospecting,Qualification,2025-03-24 10:00:00,S015
H0008849,O002352,Qualification,Proposal,2025-04-13 11:00:00,S015
H0008850,O002352,Proposal,Negotiation,2025-05-17 16:00:00,S015
H0008851,O002352,Negotiation,Closed Won,2025-05-29 17:00:00,S015
H0008852,O002353,,Prospecting,2024-04-19 09:00:00,S006
H0008853,O002353,Prospecting,Qualification,2024-04-24 09:00:00,S006
H0008854,O002353,Qualification,Proposal,2024-05-07 08:00:00,S006
H0008855,O002353,Proposal,Negotiation,2024-05-14 08:00:00,S006
H0008856,O002353,Negotiation,Closed Won,2024-05-31 16:00:00,S006
H0008857,O002354,,Prospecting,2025-04-17 09:00:00,S037
H0008858,O002354,Prospecting,Qualification,2025-04-20 16:00:00,S037
H0008859,O002354,Qualification,Proposal,2025-05-21 15:00:00,S037
H0008860,O002354,Proposal,Closed Lost,2025-05-26 16:00:00,S037
H0008861,O002355,,Prospecting,2023-02-17 09:00:00,S031
H0008862,O002355,Prospecting,Qualification,2023-02-20 09:00:00,S031
H0008863,O002355,Qualification,Proposal,2023-03-16 14:00:00,S031
H0008864,O002355,Proposal,Closed Lost,2023-03-22 10:00:00,S031
H0008865,O002356,,Prospecting,2024-11-08 09:00:00,S004
H0008866,O002356,Prospecting,Closed Lost,2025-01-28 16:00:00,S004
H0008867,O002357,,Prospecting,2025-01-29 09:00:00,S009
H0008868,O002357,Prospecting,Qualification,2025-02-03 17:00:00,S009
H0008869,O002357,Qualification,Proposal,2025-02-14 15:00:00,S009
H0008870,O002357,Proposal,Closed Lost,2025-03-15 16:00:00,S009
H0008871,O002358,,Prospecting,2024-02-13 09:00:00,S037
H0008872,O002358,Prospecting,Qualification,2024-02-14 11:00:00,S037
H0008873,O002358,Qualification,Proposal,2024-02-14 12:00:00,S037
H0008874,O002358,Proposal,Negotiation,2024-02-24 10:00:00,S037
H0008875,O002358,Negotiation,Closed Won,2024-02-26 14:00:00,S037
H0008876,O002359,,Prospecting,2025-02-03 09:00:00,S016
H0008877,O002359,Prospecting,Qualification,2025-02-27 08:00:00,S016
H0008878,O002359,Qualification,Proposal,2025-03-13 08:00:00,S016
H0008879,O002359,Proposal,Negotiation,2025-03-15 15:00:00,S016
H0008880,O002359,Negotiation,Closed Won,2025-03-22 14:00:00,S016
H0008881,O002360,,Prospecting,2023-06-29 09:00:00,S008
H0008882,O002360,Prospecting,Qualification,2023-08-04 17:00:00,S008
H0008883,O002360,Qualification,Closed Lost,2023-08-09 15:00:00,S008
H0008884,O002361,,Prospecting,2025-06-02 09:00:00,S016
H0008885,O002361,Prospecting,Qualification,2025-06-26 16:00:00,S016
H0008886,O002362,,Prospecting,2023-02-11 09:00:00,S023
H0008887,O002362,Prospecting,Closed Lost,2023-03-01 16:00:00,S023
H0008888,O002363,,Prospecting,2025-04-09 09:00:00,S033
H0008889,O002363,Prospecting,Qualification,2025-04-10 14:00:00,S033
H0008890,O002363,Qualification,Proposal,2025-05-21 17:00:00,S033
H0008891,O002363,Proposal,Negotiation,2025-06-19 15:00:00,S033
H0008892,O002364,,Prospecting,2025-04-11 09:00:00,S005
H0008893,O002364,Prospecting,Closed Lost,2025-05-19 15:00:00,S005
H0008894,O002365,,Prospecting,2025-04-20 09:00:00,S032
H0008895,O002365,Prospecting,Qualification,2025-04-27 11:00:00,S032
H0008896,O002365,Qualification,Closed Lost,2025-05-10 14:00:00,S032
H0008897,O002366,,Prospecting,2024-03-26 09:00:00,S019
H0008898,O002366,Prospecting,Qualification,2024-03-27 17:00:00,S019
H0008899,O002366,Qualification,Proposal,2024-03-31 15:00:00,S019
H0008900,O002366,Proposal,Negotiation,2024-04-02 09:00:00,S019
H0008901,O002366,Negotiation,Closed Lost,2024-04-15 13:00:00,S019
H0008902,O002367,,Prospecting,2025-02-09 09:00:00,S003
H0008903,O002367,Prospecting,Qualification,2025-03-14 08:00:00,S003
H0008904,O002367,Qualification,Closed Lost,2025-03-31 16:00:00,S003
H0008905,O002368,,Prospecting,2024-04-14 09:00:00,S013
H0008906,O002368,Prospecting,Qualification,2024-05-06 14:00:00,S013
H0008907,O002368,Qualification,Proposal,2024-07-03 09:00:00,S013
H0008908,O002368,Proposal,Closed Lost,2024-08-26 14:00:00,S013
H0008909,O002369,,Prospecting,2024-09-01 09:00:00,S008
H0008910,O002369,Prospecting,Qualification,2024-09-09 08:00:00,S008
H0008911,O002369,Qualification,Closed Lost,2024-09-26 09:00:00,S008
H0008912,O002370,,Prospecting,2025-04-30 09:00:00,S039
H0008913,O002370,Prospecting,Closed Lost,2025-06-17 16:00:00,S039
H0008914,O002371,,Prospecting,2025-06-13 09:00:00,S040
H0008915,O002372,,Prospecting,2023-04-16 09:00:00,S002
H0008916,O002372,Prospecting,Qualification,2023-04-24 13:00:00,S002
H0008917,O002372,Qualification,Proposal,2023-05-18 12:00:00,S002
H0008918,O002372,Proposal,Negotiation,2023-06-08 13:00:00,S002
H0008919,O002372,Negotiation,Closed Won,2023-06-13 12:00:00,S002
H0008920,O002373,,Prospecting,2025-02-03 09:00:00,S023
H0008921,O002373,Prospecting,Closed Lost,2025-03-19 14:00:00,S023
H0008922,O002374,,Prospecting,2025-05-09 09:00:00,S027
H0008923,O002374,Prospecting,Qualification,2025-06-01 17:00:00,S027
H0008924,O002374,Qualification,Proposal,2025-06-01 09:00:00,S027
H0008925,O002375,,Prospecting,2023-03-20 09:00:00,S031
H0008926,O002375,Prospecting,Qualification,2023-03-23 15:00:00,S031
H0008927,O002375,Qualification,Proposal,2023-04-20 16:00:00,S031
