opportunity_id,opportunity_name,account_id,seller_id,product,lead_source,stage,probability,amount,currency,created_date,expected_close_date,actual_close_date,last_modified_ts
O001036,Sahara Industries Inc. - Collaboration Tools,A0379,S036,Collaboration Tools,Outbound,Closed Won,1.0,12200.0,USD,2025-02-16,2025-05-04,2025-04-23,2025-04-23 13:35:00
O000471,Cedar Health S.A. - Collaboration Tools,A0357,S001,Collaboration Tools,Event,Closed Lost,0.0,4400.0,USD,2023-01-21,2023-05-10,2023-05-14,2023-05-14 17:43:00
O001397,Nova Logistics Inc. - Security Bundle,A0387,S016,Security Bundle,Referral,Closed Lost,0.0,23000.0,USD,2023-03-15,2023-05-23,2023-09-22,2023-09-22 09:14:00
O002915,Coral Learning Group - Cloud Suite,A0368,S013,Cloud Suite,Outbound,Closed Lost,0.0,71000.0,USD,2024-08-05,2024-11-12,2024-08-28,2024-08-28 17:04:00
O001550,Prime Foods Group - Cloud Suite,A0137,S015,Cloud Suite,Inbound,Closed Lost,0.0,11200.0,USD,2023-11-30,2024-01-25,2023-12-31,2023-12-31 08:12:00
O001257,Delta Systems Holdings - Security Bundle,A0322,S032,Security Bundle,Inbound,Closed Won,1.0,35700.0,USD,2023-01-30,2023-05-21,2023-03-26,2023-03-26 12:58:00
O002095,Nile Health Inc. - Collaboration Tools,A0281,S018,Collaboration Tools,Event,Closed Won,1.0,17400.0,USD,2024-08-06,2024-11-26,2024-09-18,2024-09-18 15:23:00
O001556,Cedar Industries Group - Cloud Suite,A0108,S021,Cloud Suite,Partner,Closed Lost,0.0,8300.0,USD,2023-07-22,2023-10-25,2023-08-31,2023-08-31 09:53:00
O002629,Orbit Hotels Co. - Security Bundle,A0180,S035,Security Bundle,Partner,Closed Lost,0.0,18600.0,USD,2024-12-08,2025-02-06,2025-01-01,2025-01-01 16:59:00
O001251,Vertex Media GmbH - Cloud Suite,A0292,S029,Cloud Suite,Referral,Closed Won,1.0,37400.0,USD,2024-03-04,2024-07-07,2024-04-14,2024-04-14 13:50:00
O001700,Prime Consulting Ltd - Cloud Suite,A0440,S009,Cloud Suite,Partner,Proposal,0.5,29100.0,USD,2025-04-30,2025-08-21,,2025-06-26 18:38:00
O001253,North Capital Co. - Collaboration Tools,A0239,S027,Collaboration Tools,Inbound,Closed Lost,0.0,9800.0,USD,2024-03-02,2024-06-24,2024-03-22,2024-03-22 12:42:00
O002823,Falcon Studios LLC - Cloud Suite,A0313,S023,Cloud Suite,Inbound,Closed Won,1.0,13000.0,USD,2024-01-14,2024-03-12,2024-05-23,2024-05-23 10:00:00
O000080,Silver Studios Ltd - Collaboration Tools,A0256,S002,Collaboration Tools,Partner,Closed Won,1.0,24100.0,USD,2025-02-02,2025-05-01,2025-05-04,2025-05-04 09:59:00
O001173,Falcon Logistics Ltd - Security Bundle,A0459,S037,Security Bundle,Outbound,Closed Lost,0.0,18800.0,USD,2025-02-28,2025-05-22,2025-04-17,2025-04-17 11:52:00
O000815,Zenith Retail GmbH - Cloud Suite,A0167,S003,Cloud Suite,Inbound,Closed Won,1.0,7500.0,USD,2024-02-21,2024-06-12,2024-04-07,2024-04-07 15:30:00
O001853,Coral Energy Ltd - Cloud Suite,A0060,S002,Cloud Suite,Partner,Closed Lost,0.0,31000.0,USD,2023-11-20,2024-02-19,2023-12-19,2023-12-19 12:46:00
O002221,Lumen Retail Co. - Support Plan,A0410,S008,Support Plan,Inbound,Closed Won,1.0,4600.0,USD,2025-03-06,2025-05-27,2025-05-08,2025-05-08 18:28:00
O002669,Prime Health Holdings - Support Plan,A0267,S006,Support Plan,Inbound,Closed Lost,0.0,13800.0,USD,2024-11-07,2025-01-10,2024-12-27,2024-12-27 16:44:00
O002106,Vertex Studios S.A. - Analytics Platform,A0199,S013,Analytics Platform,Inbound,Qualification,0.25,35400.0,USD,2025-05-22,2025-09-28,,2025-06-28 18:41:00
O000134,Sahara Hotels Ltd - Support Plan,A0477,S028,Support Plan,Referral,Closed Won,1.0,5900.0,USD,2025-02-04,2025-06-05,2025-02-21,2025-02-21 15:36:00
O001141,Silver Energy Co. - Collaboration Tools,A0499,S038,Collaboration Tools,Referral,Closed Won,1.0,7200.0,USD,2024-04-27,31/07/2024,2024-07-27,2024-07-27 12:37:00
O000934,Nova Learning Inc. - Collaboration Tools,A0293,S004,Collaboration Tools,Outbound,Closed Lost,0.0,19100.0,USD,2023-11-15,2024-02-02,2024-03-10,2024-03-10 12:33:00
O000929,Nile Pharma Ltd - Cloud Suite,A0118,S002,Cloud Suite,Outbound,Closed Lost,0.0,34200.0,USD,2025-02-13,2025-05-02,2025-04-13,2025-04-13 13:42:00
O000824,Atlas Clinics Ltd - Cloud Suite,A0010,S020,Cloud Suite,Partner,Closed Won,1.0,10100.0,USD,2023-03-15,2023-07-18,2023-04-17,2023-04-17 13:43:00
O001532,Harbor Pharma Ltd - Support Plan,A0208,S029,Support Plan,Outbound,Closed Won,1.0,5000.0,USD,2023-12-11,2024-01-27,2024-01-24,2024-01-24 15:34:00
O001215,Nile Freight GmbH - Analytics Platform,A0458,S040,Analytics Platform,Event,Prospecting,0.1,39500.0,USD,2025-06-20,2025-10-05,,2025-06-29 18:37:00
O000505,Zenith Pharma S.A. - Analytics Platform,A0231,S020,Analytics Platform,Partner,Closed Lost,0.0,29500.0,USD,2023-03-09,2023-05-31,2023-04-01,2023-04-01 09:48:00
O002580,Silver Health Holdings - Cloud Suite,A0479,S019,Cloud Suite,Inbound,Closed Lost,0.0,17100.0,USD,2025-05-01,2025-07-04,2025-06-28,2025-06-28 12:44:00
O002396,Zenith Studios LLC - Support Plan,A0448,S038,Support Plan,Partner,Closed Lost,0.0,14700.0,USD,2024-09-17,2025-01-01,2024-10-17,2024-10-17 16:15:00
O001997,Granite Retail GmbH - Cloud Suite,A0126,S017,Cloud Suite,Inbound,Closed Won,1.0,19400.0,USD,2025-03-07,2025-05-03,2025-05-15,2025-05-15 10:51:00
O002435,Lumen Clinics LLC - Analytics Platform,A0078,S018,Analytics Platform,Inbound,Closed Lost,0.0,8900.0,USD,2024-07-17,2024-09-11,2024-09-29,2024-09-29 11:52:00
O001959,Pioneer Labs Inc. - Security Bundle,A0287,S023,Security Bundle,Outbound,Closed Won,1.0,14200.0,USD,2024-07-12,2024-09-14,2024-09-03,2024-09-03 09:47:00
O001385,Summit Media Group - Cloud Suite,A0170,S031,Cloud Suite,Event,Closed Won,1.0,13900.0,USD,2024-09-24,2024-11-18,2024-11-05,2024-11-05 12:56:00
O000895,Atlas Energy Co. - Collaboration Tools,A0155,S004,Collaboration Tools,Referral,Closed Won,1.0,11400.0,USD,2023-08-26,2023-12-25,2023-09-25,2023-09-25 15:04:00
O000829,Sahara Pharma GmbH - Cloud Suite,A0453,S026,Cloud Suite,Partner,Closed Won,1.0,49400.0,USD,2024-08-14,2024-11-30,2024-09-19,2024-09-19 17:01:00
O002963,Falcon Systems Co. - Analytics Platform,A0303,S012,Analytics Platform,Partner,Closed Won,1.0,24500.0,USD,2025-03-02,2025-06-04,2025-05-13,2025-05-13 10:00:00
O001684,Silver Systems Co. - Security Bundle,A0342,S018,Security Bundle,Inbound,Closed Won,1.0,21300.0,USD,2023-06-19,2023-10-21,2023-10-16,2023-10-16 12:49:00
O002690,Zenith Retail Group - Collaboration Tools,A0388,S002,Collaboration Tools,Partner,Qualification,0.25,16900.0,USD,2025-05-12,2025-08-21,,2025-06-29 08:47:00
O002598,Orbit Capital Ltd - Support Plan,A0305,S027,Support Plan,Inbound,Closed Won,1.0,8100.0,USD,2025-02-10,2025-05-09,2025-02-28,2025-02-28 12:14:00
O002550,Blue Studios Holdings - Collaboration Tools,A0025,S039,Collaboration Tools,Inbound,Closed Lost,0.0,6900.0,USD,2024-12-27,2025-05-01,2025-01-19,2025-01-19 08:12:00
O000653,Coral Labs LLC - Collaboration Tools,A0407,S002,Collaboration Tools,Partner,Closed Lost,0.0,15800.0,USD,2024-01-16,2024-05-04,2024-03-14,2024-03-14 17:42:00
O000173,Atlas Capital Inc. - Cloud Suite,A9912,S010,Cloud Suite,Referral,Closed Lost,0.0,12400.0,USD,2025-01-02,2025-05-09,2025-03-24,2025-03-24 13:45:00
O000039,Harbor Textiles Holdings - Support Plan,A0144,S016,Support Plan,Outbound,Closed Won,1.0,13300.0,USD,2025-02-18,2025-05-27,2025-04-10,2025-04-10 13:37:00
O002903,Summit Consulting Holdings - Analytics Platform,A0080,S014,Analytics Platform,Referral,Negotiation,0.75,56200.0,USD,2025-05-10,2025-07-08,,2025-06-25 12:01:00
O000714,Delta Markets GmbH - Collaboration Tools,A0439,S022,Collaboration Tools,Outbound,Closed Lost,0.0,18700.0,USD,2023-04-28,2023-06-19,2023-05-13,2023-05-13 09:42:00
O000091,Granite Pharma LLC - Security Bundle,A0329,S038,Security Bundle,Partner,Closed Won,1.0,20400.0,USD,2024-07-24,2024-10-21,2024-10-29,2024-10-29 18:42:00
O002998,Pioneer Industries LLC - Security Bundle,A0373,S032,Security Bundle,Partner,Closed Won,1.0,11700.0,USD,2024-04-08,2024-07-10,2024-05-24,2024-05-24 12:58:00
O001206,Vertex Systems Group - Support Plan,A0102,S023,Support Plan,Referral,Closed Lost,0.0,7200.0,USD,2024-08-01,2024-11-15,2024-10-01,2024-10-01 11:28:00
O002625,Harbor Studios S.A. - Analytics Platform,A0265,S002,Analytics Platform,Referral,Closed Won,1.0,57500.0,USD,2024-08-24,2024-10-22,2024-12-16,2024-12-16 12:48:00
O001828,Vertex Foods GmbH - Security Bundle,A0356,S001,Security Bundle,Partner,Closed Lost,0.0,14700.0,USD,2023-12-15,2024-03-19,2024-01-04,2024-01-04 12:45:00
O001156,Falcon Pharma GmbH - Support Plan,A0277,S025,Support Plan,Event,Closed Won,1.0,22200.0,USD,2024-10-04,2025-01-02,2025-01-04,2025-01-04 11:23:00
O001325,Lumen Motors S.A. - Analytics Platform,A0341,S035,Analytics Platform,Outbound,Closed Lost,0.0,24300.0,USD,2023-04-06,2023-07-11,2023-07-03,2023-07-03 16:08:00
O000217,Nile Industries Ltd - Analytics Platform,A0257,S010,Analytics Platform,Inbound,Closed Lost,0.0,11400.0,USD,2024-09-23,2025-01-10,2024-10-21,2024-10-21 17:14:00
O000511,Silver Clinics Group - Cloud Suite,A0229,S008,Cloud Suite,Event,Closed Lost,0.0,9000.0,USD,2023-03-11,2023-05-29,2023-05-16,2023-05-16 08:25:00
O001681,Lumen Consulting S.A. - Collaboration Tools,A0050,S012,Collaboration Tools,Inbound,Closed Won,1.0,17600.0,USD,2023-05-11,2023-06-30,2023-07-06,2023-07-06 13:35:00
O000500,Lumen Retail Inc. - Security Bundle,A0392,S026,Security Bundle,Outbound,Closed Lost,0.0,13700.0,USD,2024-01-11,2024-05-02,2024-02-09,2024-02-09 18:49:00
O002516,North Media Co. - Security Bundle,A0052,S003,Security Bundle,Event,Closed Lost,0.0,35000.0,USD,2023-01-11,2023-05-14,2023-02-22,2023-02-22 12:48:00
O001857,Harbor Logistics Co. - Cloud Suite,A0051,S009,Cloud Suite,Inbound,Prospecting,0.1,,USD,2025-06-18,2025-10-03,,2025-06-25 15:34:00
O001389,North Textiles GmbH - Analytics Platform,A0165,S012,Analytics Platform,Partner,Closed Lost,0.0,15800.0,USD,2024-04-27,2024-06-23,2024-05-22,2024-05-22 10:16:00
O001520,Silver Clinics S.A. - Analytics Platform,A0099,S023,Analytics Platform,Outbound,Closed Lost,0.0,16300.0,USD,2025-02-07,2025-03-28,2025-04-12,2025-04-12 14:50:00
O002387,Prime Industries Group - Analytics Platform,A0171,S040,Analytics Platform,Outbound,Closed Lost,0.0,80400.0,USD,2024-11-15,2025-03-08,2024-12-26,2024-12-26 14:55:00
O002763,Lumen Hotels LLC - Collaboration Tools,A0412,S025,Collaboration Tools,Inbound,Qualification,0.25,21100.0,USD,2025-05-16,2025-08-25,,2025-06-24 08:49:00
O002077,Nova Textiles Inc. 258 - Collaboration Tools,A0259,S002,Collaboration Tools,Outbound,Closed Lost,0.0,16400.0,USD,2025-04-03,2025-06-19,2025-05-15,2025-05-15 15:24:00
O001541,North Retail Group - Cloud Suite,A0432,S032,Cloud Suite,Outbound,Closed Lost,0.0,23700.0,USD,2023-04-07,2023-07-17,2023-04-26,2023-04-26 10:51:00
O001218,Vertex Studios S.A. - Security Bundle,A0199,S013,Security Bundle,Inbound,Prospecting,0.1,50200.0,USD,2025-06-23,2025-10-26,,2025-06-29 16:12:00
O001417,Nile Retail Group - Cloud Suite,A0445,S009,Cloud Suite,Inbound,Closed Won,1.0,99100.0,USD,2025-01-04,2025-02-20,2025-04-05,2025-04-05 13:15:00
O002218,Vertex Clinics Inc. - Analytics Platform,A0431,S008,Analytics Platform,Partner,Closed Lost,0.0,26800.0,USD,2023-05-28,2023-07-30,2023-07-31,2023-07-31 12:39:00
O002983,Falcon Freight Inc. - Analytics Platform,A0198,S001,Analytics Platform,Inbound,Proposal,0.5,,USD,2025-05-18,2025-07-18,,2025-06-27 11:36:00
O001677,Lumen Retail Inc. - Cloud Suite,A0392,S026,Cloud Suite,Event,Closed Lost,0.0,12600.0,USD,2025-03-19,2025-07-09,2025-05-08,2025-05-08 14:26:00
O001198,Summit Clinics Ltd - Cloud Suite,A0442,S036,Cloud Suite,Partner,Closed Lost,0.0,18600.0,USD,2024-09-21,2024-11-14,2024-10-22,2024-10-22 12:36:00
O001543,Atlas Hotels GmbH - Cloud Suite,A0241,S018,Cloud Suite,Partner,Closed Lost,0.0,13100.0,USD,2023-07-30,2023-09-24,2023-08-23,2023-08-23 08:01:00
O000954,North Freight LLC 329 - Security Bundle,A0330,S037,Security Bundle,Event,Closed Lost,0.0,25700.0,USD,2025-02-24,2025-06-09,2025-03-28,2025-03-28 15:57:00
O000751,Delta Capital Ltd - Analytics Platform,A0194,S037,Analytics Platform,Outbound,Closed Lost,0.0,11100.0,USD,2024-02-12,2024-06-20,2024-03-07,2024-03-07 09:24:00
O000235,Coral Motors Co. - Analytics Platform,A0295,S016,Analytics Platform,Outbound,Closed Won,1.0,45200.0,USD,2024-01-15,2024-04-08,2024-03-24,2024-03-24 18:47:00
O000733,Nova Textiles Inc. 258 - Collaboration Tools,A0259,S002,Collaboration Tools,Inbound,Closed Lost,0.0,24900.0,USD,2023-09-07,2023-12-17,2023-11-21,2023-11-21 09:40:00
O000533,Nile Health Inc. - Security Bundle,A0281,S018,Security Bundle,Outbound,Qualification,0.25,24600.0,USD,2023-05-10,2023-09-07,2023-09-22,2023-08-27 16:07:00
O001157,Pioneer Systems Group - Cloud Suite,A0461,S018,Cloud Suite,Partner,Closed Won,1.0,19600.0,USD,2023-05-05,2023-08-30,2023-07-17,2023-07-17 09:53:00
O002989,Summit Industries Co. - Analytics Platform,A0131,S039,Analytics Platform,Event,Closed Won,1.0,14800.0,USD,2023-12-12,2024-03-10,2024-02-26,2024-02-26 17:44:00
O002446,Zenith Media Co. - Collaboration Tools,A0456,S015,Collaboration Tools,Inbound,Closed Lost,0.0,14200.0,USD,2023-07-01,2023-08-24,2023-09-08,2023-09-08 12:55:00
O001210,Delta Capital Group - Security Bundle,A0490,S036,Security Bundle,Outbound,Closed Won,1.0,18000.0,USD,2023-03-21,2023-06-03,2023-05-12,2023-05-12 08:12:00
O001066,Falcon Freight Holdings - Cloud Suite,A0426,S012,Cloud Suite,Outbound,Closed Lost,0.0,16600.0,USD,2025-04-13,2025-07-07,2025-04-29,2025-04-29 10:04:00
O002157,Vertex Hotels GmbH - Support Plan,A0121,S028,Support Plan,Outbound,Closed Lost,0.0,5900.0,USD,2023-09-11,2023-11-20,2023-10-12,2023-10-12 10:53:00
O001063,North Pharma GmbH - Analytics Platform,A0480,S013,Analytics Platform,Outbound,Closed Won,1.0,74000.0,USD,2024-01-13,2024-04-07,2024-05-09,2024-05-09 09:26:00
O001168,Atlas Health Inc. - Security Bundle,A0425,S002,Security Bundle,Outbound,Closed Lost,0.0,28200.0,USD,2023-10-23,2024-01-01,2024-02-25,2024-02-25 16:49:00
O001493,North Motors S.A. - Cloud Suite,A0094,S009,Cloud Suite,Event,Qualification,0.25,24300.0,USD,2025-06-02,2025-08-01,,2025-06-28 18:25:00
O002511,Summit Capital Co. - Cloud Suite,A0022,S029,Cloud Suite,Outbound,Prospecting,0.1,32900.0,USD,2025-06-10,2025-09-23,,2025-06-25 18:49:00
O000885,Harbor Logistics Co. - Analytics Platform,A0051,S009,Analytics Platform,Partner, Closed Won ,1.0,58100.0,USD,2023-10-24,2024-01-31,2024-03-16,2024-03-16 15:53:00
O000144,Coral Clinics Inc. - Collaboration Tools,A0081,S021,Collaboration Tools,Outbound,Closed Lost,0.0,22500.0,USD,2024-07-20,2024-09-27,2024-09-08,2024-09-08 15:41:00
O002985,Atlas Foods Inc. - Analytics Platform,A0467,S010,Analytics Platform,Partner,Closed Lost,0.0,18800.0,USD,2023-10-04,2023-12-18,2023-10-21,2023-10-21 12:17:00
O000851,Blue Industries Ltd - Collaboration Tools,A0478,S021,Collaboration Tools,Partner,Closed Won,1.0,13200.0,USD,2024-01-23,2024-05-15,2024-02-05,2024-02-05 15:09:00
O000718,Harbor Pharma LLC 416 - Security Bundle,A0417,S029,Security Bundle,Event,Closed Lost,0.0,8500.0,USD,2023-03-23,2023-06-24,2023-04-25,2023-04-25 12:06:00
O002885,Prime Energy Inc. - Cloud Suite,A0159,S015,Cloud Suite,Outbound,Prospecting,0.1,72600.0,USD,2025-06-14,2025-08-23,,2025-06-27 13:55:00
O002503,Lumen Capital S.A. - Collaboration Tools,A0055,S019,Collaboration Tools,Partner,Closed Lost,0.0,10200.0,USD,2023-04-22,2023-07-15,2023-05-29,2023-05-29 09:51:00
O000265,Sahara Clinics Ltd - Analytics Platform,A0203,S009,Analytics Platform,Partner,Closed Lost,0.0,31900.0,USD,2025-04-13,2025-07-15,2025-06-22,2025-06-22 08:53:00
O000076,Atlas Hotels GmbH - Analytics Platform,A0241,S018,Analytics Platform,Outbound,Closed Lost,0.0,8600.0,USD,2024-07-07,2024-10-06,2024-07-22,2024-07-22 11:37:00
O002493,Falcon Freight Inc. - Analytics Platform,A0198,S017,Analytics Platform,Event,Closed Lost,0.0,31600.0,USD,2024-03-06,2024-04-26,2024-04-14,2024-04-14 08:20:00
O000396,Orbit Consulting Group - Cloud Suite,A0035,S022,Cloud Suite,Referral,Qualification,0.25,,USD,2025-06-04,2025-09-10,,2025-06-29 11:07:00
O002585,Vertex Health S.A. - Security Bundle,A0090,S027,Security Bundle,Partner,Closed Won,1.0,25500.0,USD,2025-03-24,2025-06-21,2025-04-28,2025-04-28 17:40:00
O002225,Delta Markets GmbH - Security Bundle,A0439,S028,Security Bundle,Partner,Closed Lost,0.0,15200.0,USD,2024-11-23,2025-01-07,2025-01-13,2025-01-13 08:43:00
O002842,Zenith Retail Group - Cloud Suite,A0388,S025,Cloud Suite,Referral,Closed Won,1.0,17700.0,USD,2025-03-17,2025-06-29,2025-04-27,2025-04-27 17:15:00
O000397,Pioneer Consulting Holdings - Analytics Platform,A0474,S040,Analytics Platform,Event,Closed Won,1.0,33800.0,usd,2023-11-14,2024-01-12,2023-12-05,2023-12-05 08:14:00
O001366,Falcon Textiles Ltd - Analytics Platform,A0141,S032,Analytics Platform,Outbound,Closed Lost,0.0,12300.0,USD,2024-07-20,2024-09-22,2024-08-20,2024-08-20 12:45:00
O002683,Summit Freight Group - Analytics Platform,A0142,S035,Analytics Platform,Partner,Closed Won,1.0,9800.0,USD,2023-04-15,2023-08-13,2023-05-10,2023-05-10 17:00:00
O001904,Nova Freight Ltd - Collaboration Tools,A0298,S022,Collaboration Tools,Outbound,Closed Lost,0.0,9400.0,USD,2024-10-31,2025-01-07,2025-01-05,2025-01-05 11:02:00
O000596,Zenith Industries GmbH - Analytics Platform,A0498,S009,Analytics Platform,Inbound,Closed Lost,0.0,23200.0,USD,2023-07-01,2023-09-24,2023-08-18,2023-08-18 12:56:00
O002110,Nova Learning Holdings - Collaboration Tools,A0500,S029,Collaboration Tools,Inbound,Closed Lost,0.0,6100.0,USD,2023-09-08,2024-01-15,2023-09-22,2023-09-22 15:12:00
O001297,Delta Capital Group - Cloud Suite,A0490,S036,Cloud Suite,Event,Qualification,0.25,15900.0,USD,2025-05-12,2025-08-22,,2025-06-30 16:40:00
O001822,Nova Industries GmbH - Collaboration Tools,A0145,S032,Collaboration Tools,Outbound,Closed Lost,0.0,12200.0,USD,2023-07-30,2023-09-19,2023-08-17,2023-08-17 18:00:00
O000873,Atlas Markets Holdings - Security Bundle,A0285,S034,Security Bundle,Outbound,Closed Lost,0.0,15600.0,USD,2023-03-28,2023-07-15,2023-05-21,2023-05-21 10:16:00
O002954,Harbor Retail GmbH - Cloud Suite,A0071,S013,Cloud Suite,Referral,Closed Lost,0.0,108600.0,USD,2025-04-19,2025-07-09,2025-05-19,2025-05-19 17:45:00
O002327,Harbor Logistics Co. - Cloud Suite,A0051,S009,Cloud Suite,Outbound,Closed Lost,0.0,15200.0,USD,2025-02-22,2025-04-24,2025-04-12,2025-04-12 10:57:00
O001549,Nile Labs Group - Cloud Suite,A0339,S036,Cloud Suite,Partner,Closed Won,1.0,23700.0,USD,2023-01-29,2023-04-21,2023-05-09,2023-05-09 12:04:00
O000037,Summit Media S.A. - Cloud Suite,A0122,S009,Cloud Suite,Partner,Closed Lost,0.0,30800.0,USD,2023-03-20,2023-06-23,2023-05-21,2023-05-21 15:37:00
O002565,Delta Hotels LLC - Cloud Suite,A0427,S012,Cloud Suite,Event,Prospecting,0.1,22500.0,USD,2025-06-27,2025-09-11,,2025-06-29 09:41:00
O002144,Zenith Hotels Ltd - Analytics Platform,A0152,S038,Analytics Platform,Outbound,Closed Lost,0.0,59900.0,USD,2023-04-21,2023-07-15,2023-06-03,2023-06-03 13:31:00
O002596,Orbit Studios Group - Collaboration Tools,A0154,S018,Collaboration Tools,Inbound,Closed Won,1.0,11300.0,USD,2025-02-10,2025-05-01,2025-04-07,2025-04-07 15:21:00
O000978,Atlas Retail GmbH - Security Bundle,A0486,S029,Security Bundle,Partner,Closed Lost,0.0,7900.0,USD,2024-10-24,2025-02-17,2025-02-21,2025-02-21 15:35:00
O001572,Blue Hotels Ltd - Security Bundle,A0216,S024,Security Bundle,Partner,Closed Lost,0.0,35200.0,USD,2023-02-08,2023-04-04,2023-07-04,2023-07-04 10:08:00
O001123,Nile Pharma Ltd - Collaboration Tools,A0118,S002,Collaboration Tools,Inbound,Closed Lost,0.0,10000.0,USD,2023-03-06,2023-05-15,2023-04-18,2023-04-18 12:33:00
O002240,Sahara Studios Holdings - Cloud Suite,A0086,S012,Cloud Suite,Outbound,Closed Lost,0.0,16500.0,USD,2024-03-18,2024-06-10,2024-05-08,2024-05-08 09:44:00
O002505,Prime Textiles Ltd - Analytics Platform,A0452,S034,Analytics Platform,Inbound,Closed Lost,0.0,19600.0,USD,2025-03-13,19/05/2025,2025-04-26,2025-04-26 11:07:00
O001893,Delta Markets GmbH - Support Plan,A0439,S018,Support Plan,Event,Closed Won,1.0,10800.0,USD,2025-06-03,2025-09-24,2025-06-29,2025-06-29 15:33:00
O000676,Coral Consulting Group - Security Bundle,A0421,S024,Security Bundle,Partner,Closed Won,1.0,34900.0,USD,2025-01-15,2025-04-10,2025-02-13,2025-02-13 12:21:00
O000729,Harbor Consulting Inc. - Security Bundle,A0120,S032,Security Bundle,Inbound,Closed Lost,0.0,17900.0,USD,2024-11-17,2025-01-04,2024-12-26,2024-12-26 18:36:00
O000413,Silver Textiles Co. - Cloud Suite,A0049,S011,Cloud Suite,Inbound,Closed Lost,0.0,18400.0,USD,2025-02-23,2025-04-27,2025-03-28,2025-03-28 14:09:00
O001517,Orbit Pharma Holdings - Analytics Platform,A0460,S026,Analytics Platform,Inbound,Closed Lost,0.0,27800.0,USD,2024-11-24,2025-02-01,2025-01-27,2025-01-27 18:20:00
O001650,Falcon Capital Holdings - Support Plan,A0008,S005,Support Plan,Inbound,Closed Lost,0.0,8900.0,USD,2025-05-12,2025-09-06,2025-06-28,2025-06-28 09:23:00
O000826,Prime Foods Group - Support Plan,A0137,S015,Support Plan,Outbound,Closed Lost,0.0,13100.0,USD,2024-02-26,2024-05-24,2024-08-02,2024-08-02 11:00:00
O000617,Nile Labs LLC - Cloud Suite,A0150,S001,Cloud Suite,Partner,Closed Lost,0.0,10200.0,USD,2024-04-12,2024-07-02,2024-05-26,2024-05-26 11:25:00
O000115,Sahara Textiles LLC - Collaboration Tools,A0168,S034,Collaboration Tools,Outbound,Closed Lost,0.0,13600.0,USD,2023-11-07,2024-03-14,2023-12-06,2023-12-06 17:16:00
O000418,North Media Co. - Security Bundle,A0052,S003,Security Bundle,Inbound,Closed Lost,0.0,29900.0,USD,2024-12-03,2025-01-18,2025-01-02,2025-01-02 10:56:00
O001626,Atlas Textiles GmbH - Support Plan,A0232,S016,Support Plan,Inbound,Closed Won,1.0,21400.0,USD,2024-09-02,2024-11-03,2025-03-12,2025-03-12 10:52:00
O002982,Prime Hotels LLC - Cloud Suite,A0001,S040,Cloud Suite,Outbound,Closed Lost,0.0,37400.0,USD,2023-07-10,2023-08-27,2023-09-26,2023-09-26 18:37:00
O000090,Pioneer Learning LLC - Collaboration Tools,A0197,S040,Collaboration Tools,Outbound,Closed Won,1.0,14500.0,USD,2024-12-06,2025-01-30,2025-04-21,2025-04-21 17:47:00
O002083,Orbit Logistics S.A. - Security Bundle,A0034,S015,Security Bundle,Referral,Closed Won,1.0,30300.0,USD,2023-06-15,2023-10-06,2023-07-20,2023-07-20 17:28:00
O000754,Coral Motors Co. - Collaboration Tools,A0295,S016,Collaboration Tools,Partner,Closed Won,1.0,18400.0,USD,2024-12-23,2025-03-15,2025-04-27,2025-04-27 15:40:00
O002547,Prime Capital Co. - Cloud Suite,A0418,S038,Cloud Suite,Partner,Closed Won,1.0,33200.0,USD,2025-03-21,2025-05-28,2025-05-11,2025-05-11 10:54:00
O001631,Atlas Motors Inc. - Analytics Platform,A0040,S039,Analytics Platform,Partner,Closed Lost,0.0,18200.0,USD,2023-06-09,2023-10-09,2023-08-21,2023-08-21 09:11:00
O000012,Falcon Health Co. - Analytics Platform,A0048,S008,Analytics Platform,Outbound,Closed Lost,0.0,36200.0,USD,2023-02-19,2023-05-05,2023-04-11,2023-04-11 08:31:00
O002445,Silver Foods Holdings - Cloud Suite,A0382,S023,Cloud Suite,Outbound,Closed Won,1.0,14500.0,USD,2024-12-24,2025-02-20,2025-01-22,2025-01-22 18:30:00
O000285,Harbor Retail GmbH - Collaboration Tools,A0071,S010,Collaboration Tools,Event,Closed Won,1.0,9200.0,USD,2023-06-01,2023-08-25,2023-10-12,2023-10-12 18:51:00
O001067,Falcon Capital Group - Cloud Suite,A0206,S012,Cloud Suite,Outbound,Closed Lost,0.0,26400.0,USD,2023-05-24,2023-08-12,2023-07-12,2023-07-12 09:31:00
O001192,Silver Logistics Group - Cloud Suite,A0253,S026,Cloud Suite,Inbound,Closed Lost,0.0,18900.0,USD,2024-06-29,2024-10-05,2024-08-04,2024-08-04 12:31:00
O001441,Atlas Textiles GmbH - Cloud Suite,A0232,S016,Cloud Suite,Partner,Closed Lost,0.0,24900.0,USD,2023-05-15,2023-07-23,2023-06-10,2023-06-10 17:08:00
O002844,Granite Retail Inc. - Collaboration Tools,A0166,S037,Collaboration Tools,Referral,Closed Won,1.0,8300.0,USD,2024-01-26,2024-05-11,2024-02-29,2024-02-29 08:23:00
O002907,Summit Freight Group - Collaboration Tools,A0142,S035,Collaboration Tools,Partner,Closed Won,1.0,4700.0,USD,2025-03-21,2025-05-19,2025-04-08,2025-04-08 15:58:00
O002752,Blue Industries Group - Cloud Suite,A0214,S029,Cloud Suite,Outbound,Closed Lost,0.0,17200.0,USD,2023-07-28,2023-09-30,2023-09-04,2023-09-04 09:38:00
